지점,지점명,일시,평균기온(°C)
294,거제,1975-05-29,19.6
294,거제,1975-05-30,19.4
294,거제,1975-05-31,18.3
294,거제,1975-06-01,18.5
294,거제,1975-06-02,19.6
294,거제,1975-06-03,19.8
294,거제,1975-06-04,17.8
294,거제,1975-06-05,18.7
294,거제,1975-06-06,17.8
294,거제,1975-06-07,19.8
294,거제,1975-06-08,19.2
294,거제,1975-06-09,20.1
294,거제,1975-06-10,18.4
294,거제,1975-06-11,18.9
294,거제,1975-06-12,18.9
294,거제,1975-06-13,19.7
294,거제,1975-06-14,21
294,거제,1975-06-15,22
294,거제,1975-06-16,21.6
294,거제,1975-06-17,20
294,거제,1975-06-18,21.4
294,거제,1975-06-19,21.7
294,거제,1975-06-20,23.7
294,거제,1975-06-21,21.6
294,거제,1975-06-22,22.3
294,거제,1975-06-23,20.6
294,거제,1975-06-24,21.6
294,거제,1975-06-25,21.3
294,거제,1975-06-26,21.3
294,거제,1975-06-27,21.6
294,거제,1975-06-28,22.5
294,거제,1975-06-29,22.5
294,거제,1975-06-30,22.7
294,거제,1975-07-01,21.9
294,거제,1975-07-02,22.1
294,거제,1975-07-03,23.7
294,거제,1975-07-04,24.2
294,거제,1975-07-05,21.5
294,거제,1975-07-06,22.9
294,거제,1975-07-07,22.7
294,거제,1975-07-08,22.5
294,거제,1975-07-09,22.9
294,거제,1975-07-10,24.5
294,거제,1975-07-11,25.1
294,거제,1975-07-12,21.7
294,거제,1975-07-13,23.1
294,거제,1975-07-14,25.5
294,거제,1975-07-15,26
294,거제,1975-07-16,25
294,거제,1975-07-17,27.1
294,거제,1975-07-18,26.8
294,거제,1975-07-19,27.4
294,거제,1975-07-20,26.7
294,거제,1975-07-21,27
294,거제,1975-07-22,27.4
294,거제,1975-07-23,27.7
294,거제,1975-07-24,28.2
294,거제,1975-07-25,26.2
294,거제,1975-07-26,26.7
294,거제,1975-07-27,25.9
294,거제,1975-07-28,26.9
294,거제,1975-07-29,27.3
294,거제,1975-07-30,26.5
294,거제,1975-07-31,26.5
294,거제,1975-08-01,27.5
294,거제,1975-08-02,26.3
294,거제,1975-08-03,25.8
294,거제,1975-08-04,26.4
294,거제,1975-08-05,27.3
294,거제,1975-08-06,24.8
294,거제,1975-08-07,25.7
294,거제,1975-08-08,24.8
294,거제,1975-08-09,23.8
294,거제,1975-08-10,24
294,거제,1975-08-11,25
294,거제,1975-08-12,26.4
294,거제,1975-08-13,27.1
294,거제,1975-08-14,26.7
294,거제,1975-08-15,25.3
294,거제,1975-08-16,26.3
294,거제,1975-08-17,27.3
294,거제,1975-08-18,27.9
294,거제,1975-08-19,28
294,거제,1975-08-20,26.9
294,거제,1975-08-21,27.4
294,거제,1975-08-22,26.8
294,거제,1975-08-23,26.3
294,거제,1975-08-24,24.8
294,거제,1975-08-25,24.1
294,거제,1975-08-26,26.5
294,거제,1975-08-27,27
294,거제,1975-08-28,26.2
294,거제,1975-08-29,25.6
294,거제,1975-08-30,24.5
294,거제,1975-08-31,25.6
294,거제,1975-09-01,27.2
294,거제,1975-09-02,26.6
294,거제,1975-09-03,26.8
294,거제,1975-09-04,25.5
294,거제,1975-09-05,24.2
294,거제,1975-09-06,25.7
294,거제,1975-09-07,25.5
294,거제,1975-09-08,23.4
294,거제,1975-09-09,21.7
294,거제,1975-09-10,22.4
294,거제,1975-09-11,24.5
294,거제,1975-09-12,26.1
294,거제,1975-09-13,25.3
294,거제,1975-09-14,24.9
294,거제,1975-09-15,25.8
294,거제,1975-09-16,24
294,거제,1975-09-17,23.9
294,거제,1975-09-18,24.5
294,거제,1975-09-19,24.3
294,거제,1975-09-20,25.4
294,거제,1975-09-21,22.8
294,거제,1975-09-22,21.2
294,거제,1975-09-23,20.4
294,거제,1975-09-24,22.2
294,거제,1975-09-25,22.1
294,거제,1975-09-26,19.9
294,거제,1975-09-27,21.7
294,거제,1975-09-28,21.6
294,거제,1975-09-29,20.9
294,거제,1975-09-30,20.6
294,거제,1975-10-01,21.3
294,거제,1975-10-02,19.1
294,거제,1975-10-03,22.3
294,거제,1975-10-04,22.1
294,거제,1975-10-05,21
294,거제,1975-10-06,18.9
294,거제,1975-10-07,17.3
294,거제,1975-10-08,17.6
294,거제,1975-10-09,17.8
294,거제,1975-10-10,16.3
294,거제,1975-10-11,16.2
294,거제,1975-10-12,18.5
294,거제,1975-10-13,18.2
294,거제,1975-10-14,15.8
294,거제,1975-10-15,15
294,거제,1975-10-16,16.1
294,거제,1975-10-17,16.7
294,거제,1975-10-18,17.1
294,거제,1975-10-19,17.8
294,거제,1975-10-20,16.5
294,거제,1975-10-21,17.2
294,거제,1975-10-22,17.5
294,거제,1975-10-23,17.3
294,거제,1975-10-24,16.5
294,거제,1975-10-25,16.2
294,거제,1975-10-26,15.3
294,거제,1975-10-27,15.2
294,거제,1975-10-28,16.8
294,거제,1975-10-29,14.3
294,거제,1975-10-30,12.8
294,거제,1975-10-31,12.7
294,거제,1975-11-01,14.1
294,거제,1975-11-02,13.7
294,거제,1975-11-03,15
294,거제,1975-11-04,14.8
294,거제,1975-11-05,15.9
294,거제,1975-11-06,15.4
294,거제,1975-11-07,14.4
294,거제,1975-11-08,12.3
294,거제,1975-11-09,11.6
294,거제,1975-11-10,13.1
294,거제,1975-11-11,13.4
294,거제,1975-11-12,12.9
294,거제,1975-11-13,13
294,거제,1975-11-14,15.3
294,거제,1975-11-15,15
294,거제,1975-11-16,14.1
294,거제,1975-11-17,13.8
294,거제,1975-11-18,12.5
294,거제,1975-11-19,12.8
294,거제,1975-11-20,9.7
294,거제,1975-11-21,10.4
294,거제,1975-11-22,10
294,거제,1975-11-23,3.4
294,거제,1975-11-24,4.6
294,거제,1975-11-25,9.6
294,거제,1975-11-26,10.1
294,거제,1975-11-27,8.5
294,거제,1975-11-28,8.5
294,거제,1975-11-29,10.4
294,거제,1975-11-30,5.6
294,거제,1975-12-01,6.9
294,거제,1975-12-02,10.3
294,거제,1975-12-03,9.5
294,거제,1975-12-04,13.9
294,거제,1975-12-05,12.2
294,거제,1975-12-06,8.9
294,거제,1975-12-07,8
294,거제,1975-12-08,6.7
294,거제,1975-12-09,8
294,거제,1975-12-10,5.5
294,거제,1975-12-11,1.6
294,거제,1975-12-12,1.3
294,거제,1975-12-13,1.8
294,거제,1975-12-14,1.4
294,거제,1975-12-15,1.6
294,거제,1975-12-16,1.7
294,거제,1975-12-17,.4
294,거제,1975-12-18,2.8
294,거제,1975-12-19,3.5
294,거제,1975-12-20,2.5
294,거제,1975-12-21,4.5
294,거제,1975-12-22,.6
294,거제,1975-12-23,-1.6
294,거제,1975-12-24,.6
294,거제,1975-12-25,2.5
294,거제,1975-12-26,1.2
294,거제,1975-12-27,2.4
294,거제,1975-12-28,4
294,거제,1975-12-29,4.2
294,거제,1975-12-30,3.9
294,거제,1975-12-31,2.8
